74.96,7719.02,6220.435,401.845,1040.16
74.96,7602.04,6138.93625,398.72375,1006.26
74.96895,7663.78,6135.18825,393.90175,1077.62
74.97,7649.26,6125.74951,393.19049,1069.94
74.95,7509.5,6044.63375,394.47625,1011.1
74.95,7484.86,5902.85574,392.75426,1129.88
74.96,7491.67,5889.3865,389.2635,1154.56
74.96,7465.36,5855.43201,381.05799,1169.88
74.96,7398.26,5868.29175,376.87825,1094.84
74.97,7423.3,5823.95401,378.63599,1164.52
74.95,7384.28,5713.06475,374.09525,1237.86
74.97,7363.47,5719.8195,376.2905,1204.68
74.95988,7332.39,5586.0065,384.0035,1303
74.96,7326.03,5547.8055,382.7845,1333.44
74.96,7298.16,5477.35325,387.16675,1372.89
77.69105,7335.19,5516.43825,390.69175,1365.3
74.97,7300.01,5475.794,396.686,1365.39
74.97,7174.41,5450.152,402.108,1260.52
77.4807,7146.67,5492.017,408.103,1183.11
74.97,7101.42,5398.962,408.838,1229.07
74.97,7131.04,5431.362,409.978,1227.11
74.96,7058.54,5277.82875,413.06125,1303.92
74.97,7050.96,5273.698,417.972,1294.23
74.96,7133.23,5259.857,413.653,1389.08
72.9745,7075,5139.2245,412.6955,1453.47
61.28133,6969.17,5070.64575,415.74425,1411.91
74.96,6991.19,5067.9015,414.5085,1438.6
74.97084,7024.57,5242.11,409.23,1297.79
74.97,7121.31,5279.27225,410.85775,1357.88
74.96,7076.08,5215.507,410.753,1373.53
72.54711,6988.19,5113.415,407.945,1389.4
74.96,6943.52,5170.31225,413.72775,1285.6
74.96944,6997.41,5225.74475,414.37525,1285.24
74.97,6977.7,5322.905,415.845,1168.41
74.97,6948.34,5302.936,417.054,1159.02
74.97,6896.07,5361.292,415.718,1051.66
64.11041,6903.45,5261.993,412.687,1161.43
64.13473,6821.58,5159.211,415.369,1179.4
74.95,6844.61,5125.482,410.828,1240.71
74.97,6874.71,5229.16925,406.59075,1181.66
74.96,6910.07,5184.1925,400.1575,1272.51
74.96,6861.53,5201.041,398.579,1215.07
74.95,6739.53,5041.48,396.89,1257.13
74.95,6658.43,4928.228,400.922,1281.66
74.95964,6773.41,4951.716,404.234,1368.84
74.96,6715,4936.7685,397.7315,1342.92
74.96036,6740.91,4954.494,391.806,1351.57
74.96,6767.28,4876.88075,387.87925,1453.19
74.53872,6755.17,4811.071,388.949,1503.85
69.77311,6670.35,4753.42075,387.11925,1480.97
70.29339,6635.84,4674.471,384.969,1523.24
69.69829,6539.28,4612.12426,380.93574,1494.39
70.30339,6549.22,4538.363,378.407,1574.12
74.95964,6578.24,4533.0605,382.9795,1601.2
70.82634,6507.26,4437.42225,388.03775,1618.62
71.83268,6555.96,4398.17376,394.05624,1693.86
74.95,6574.25,4398.55975,391.48025,1712.15
71.349,6443.57,4322.92025,389.51975,1663.61
74.96,6498.37,4320.072,383.858,1721.41
74.95,6440.43,4275.054,380.976,1713.62
74.95,6468.56,4269.147,374.113,1750.29
74.96,6484.15,4288.385,364.935,1753.98
74.92972,6419.63,4230.557,365.353,1746.51
74.95,6419.34,4219.5345,364.6055,1756.14
72.36692,6379.54,4178.431,364.609,1757.95
74.96,6398.28,4206.0715,364.4485,1749.01
66.12511,6323.02,4144.7125,369.9475,1728.36
65.21906,6238.21,4120.53975,368.32025,1672.09
71.28117,6277.1,4113.29675,367.41325,1714.41
70.2652,6255.48,4116.88975,366.98025,1688.54
70.75224,6249.01,4117.16925,366.74075,1682.49
63.95416,6168.15,4101.039,370.971,1614.43
63.50656,6110.99,4082.38925,372.80075,1574.96
63.2451,6093.69,4067.237,372.813,1572.13
63.56373,6109.74,4054.709,373.581,1597.58
63.11173,6050.5,4047.215,372.185,1548.48
62.71281,6022.27,4047.139,374.221,1520.99
61.82465,5942.44,4047.469,373.601,1440.66
61.42271,5907.55,4047.266,373.924,1408.86
54.85793,5894.94,4017.32,371.08,1430.9
60.54223,5889.65,4047.657,371.233,1392.11
57.99315,5875.2,4002.055,373.445,1421.01
53.51772,5792.15,3982.57075,373.78925,1366.43
58.95,5775.28,3958.112,375.388,1368.11
57.57483,5743.9,3929.493,377.357,1359.76
58.41508,5716.93,3902.60025,380.26975,1356.31
53.97799,5722.29,3874.34125,381.29875,1389.62
53.48279,5650.25,3856.245,386.515,1337.79
54.86658,5712.4,3824.937,387.333,1422.15
61.43932,5730.52,3856.04,384.25,1409.39
60.99986,5701.35,3884.474,383.076,1355.39
53.54938,5633.33,3851.269,384.761,1328.04
58.95,5703.9,3873.722,384.698,1367.84
58.95,5705.85,3856.563,391.977,1380.27
53.61954,5688.89,3827.09,395.32,1392.96
54.0653,5691.48,3827.568,392.042,1396.53
54.05105,5687.83,3827.141,394.029,1392.04
59.78938,5702.44,3858.321,395.279,1370.98
58.95,5717.83,3840.46,389.89,1412.26
52.26788,5686.41,3837.138,388.212,1390.87
59.15868,5692.21,3828.748,392.042,1400.62
63.0341,5737.9,3825.54,394.68,1448.41
63.47269,5759.91,3807.511,389.579,1494.41
63.91315,5749.06,3791.481,392.919,1496.14
63.92789,5733.71,3770.843,393.157,1504.14
63.909,5731.11,3763.97,396.78,1502.51
69.30788,5785.81,3762.313,398.227,1551.96
69.89,5813.99,3791.23,404.69,1549.46
70.18952,5802.69,3816.62075,408.43925,1515.64
70.16435,5764.82,3845.23975,404.94025,1459.43
70.71033,5880.32,3869.36774,406.54226,1541.9
74.96007,5950.99,3978.28125,406.99875,1507.93
74.96007,6041.8,4013.862,407.028,1560.45
74.97,6036.91,4180.983,404.247,1403.61
74.97,6159.11,4317.402,404.508,1390.66
74.96944,6178.3,4284.038,406.722,1438.74
84.95768,6247.55,4421.525,403.805,1375.6
74.96,6234.98,4400.90275,407.85725,1381.1
74.96,6210.08,4424.49774,404.95226,1339.48
81.15046,6270.62,4603.648,404.012,1230.06
83.75212,6296.97,4694.2385,396.9215,1177.69
74.97,6333.62,4778.63775,391.16225,1139.98
88.53575,6444.47,4958.075,388.955,1077.88
82.01008,6526.4,5010.892,382.268,1108.7
87.96008,6579.65,5160.9854,375.5246,1021.9
